Fold,Classifier,F1,Balanced_Accuracy,Precision,MCC,Recall,ROC_AUC,F2,Specificity,Negative_PV,Best_Params,Repetition
0,LDA,0.9206349206349206,0.9264705882352942,1.0,0.8861418804606043,0.8529411764705882,0.9264705882352942,0.9206349206349206,1.0,0.9206349206349206,"{'solver': 'eigen', 'shrinkage': 0.07320732270780027}",1
1,LDA,0.9393939393939394,0.947261663286004,0.96875,0.9065557381033074,0.9117647058823529,0.9472616632860039,0.9393939393939394,0.9827586206896551,0.95,"{'solver': 'eigen', 'shrinkage': 0.03895778492366264}",1
2,LDA,0.9538461538461539,0.9558823529411764,1.0,0.9310874388089504,0.9117647058823529,0.9558823529411764,0.9538461538461539,1.0,0.9508196721311475,"{'solver': 'lsqr', 'shrinkage': 0.13321778887891544}",1
3,LDA,0.9393939393939394,0.9428571428571428,1.0,0.9097442829837106,0.8857142857142857,0.9428571428571428,0.9393939393939394,1.0,0.9344262295081968,"{'solver': 'eigen', 'shrinkage': 0.025292321766432813}",1
4,LDA,0.9705882352941176,0.9714285714285714,1.0,0.9544086565917347,0.9428571428571428,0.9714285714285714,0.9705882352941176,1.0,0.9661016949152542,"{'solver': 'eigen', 'shrinkage': 0.06337052195109899}",1
0,LDA,0.9538461538461539,0.9558823529411764,1.0,0.9310874388089504,0.9117647058823529,0.9558823529411764,0.9538461538461539,1.0,0.9508196721311475,"{'solver': 'eigen', 'shrinkage': 0.594203049207394}",2
1,LDA,0.8666666666666667,0.8823529411764706,1.0,0.8197647590922377,0.7647058823529411,0.8823529411764706,0.8666666666666667,1.0,0.8787878787878788,"{'solver': 'lsqr', 'shrinkage': 0.34559117937530304}",2
2,LDA,0.9230769230769231,0.9325557809330629,0.967741935483871,0.8834455898821298,0.8823529411764706,0.9325557809330629,0.9230769230769231,0.9827586206896551,0.9344262295081968,"{'solver': 'eigen', 'shrinkage': 0.10066546921335312}",2
3,LDA,0.9552238805970149,0.9571428571428571,1.0,0.931971796017148,0.9142857142857143,0.9571428571428571,0.9552238805970149,1.0,0.95,"{'solver': 'eigen', 'shrinkage': 0.020818575884673285}",2
4,LDA,0.9552238805970149,0.9571428571428571,1.0,0.931971796017148,0.9142857142857143,0.9571428571428571,0.9552238805970149,1.0,0.95,"{'solver': 'eigen', 'shrinkage': 0.25009458442863186}",2
0,LDA,0.9538461538461539,0.9558823529411764,1.0,0.9310874388089504,0.9117647058823529,0.9558823529411764,0.9538461538461539,1.0,0.9508196721311475,"{'solver': 'lsqr', 'shrinkage': 0.03463779638503439}",3
1,LDA,0.8852459016393442,0.8970588235294117,1.0,0.8417822076213498,0.7941176470588235,0.8970588235294117,0.8852459016393442,1.0,0.8923076923076924,"{'solver': 'lsqr', 'shrinkage': 0.3369474584315034}",3
2,LDA,0.9538461538461539,0.9558823529411764,1.0,0.9310874388089504,0.9117647058823529,0.9558823529411764,0.9538461538461539,1.0,0.9508196721311475,"{'solver': 'lsqr', 'shrinkage': 0.038423349663459117}",3
