Fold,Classifier,F1,Balanced_Accuracy,Precision,MCC,Recall,ROC_AUC,F2,Specificity,Negative_PV,Best_Params,Repetition
0,RandomForest,0.9538461538461539,0.9558823529411764,1.0,0.9310874388089504,0.9117647058823529,0.9558823529411764,0.9538461538461539,1.0,0.9508196721311475,"{'n_estimators': 345, 'max_depth': 9, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",1
1,RandomForest,0.9090909090909091,0.9239350912778905,0.9375,0.8592750533496201,0.8823529411764706,0.9239350912778904,0.9090909090909091,0.9655172413793104,0.9333333333333333,"{'n_estimators': 76, 'max_depth': 6, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",1
2,RandomForest,0.9705882352941176,0.9766734279918864,0.9705882352941176,0.9533468559837728,0.9705882352941176,0.9766734279918864,0.9705882352941176,0.9827586206896551,0.9827586206896551,"{'n_estimators': 240, 'max_depth': 6, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2'}",1
3,RandomForest,0.9714285714285714,0.9769423558897243,0.9714285714285714,0.9538847117794487,0.9714285714285714,0.9769423558897243,0.9714285714285714,0.9824561403508771,0.9824561403508771,"{'n_estimators': 110, 'max_depth': 4, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",1
4,RandomForest,0.9142857142857143,0.9308270676691729,0.9142857142857143,0.8616541353383459,0.9142857142857143,0.930827067669173,0.9142857142857143,0.9473684210526315,0.9473684210526315,"{'n_estimators': 443, 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",1
0,RandomForest,0.9552238805970149,0.9619675456389452,0.9696969696969697,0.9298479577899943,0.9411764705882353,0.9619675456389452,0.9552238805970149,0.9827586206896551,0.9661016949152542,"{'n_estimators': 468, 'max_depth': 11, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2
1,RandomForest,0.8888888888888888,0.9031440162271804,0.9655172413793104,0.8376727645257793,0.8235294117647058,0.9031440162271805,0.8888888888888888,0.9827586206896551,0.9047619047619048,"{'n_estimators': 53, 'max_depth': 13, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 'log2'}",2
2,RandomForest,0.8823529411764706,0.9066937119675456,0.8823529411764706,0.8133874239350912,0.8823529411764706,0.9066937119675457,0.8823529411764706,0.9310344827586207,0.9310344827586207,"{'n_estimators': 339, 'max_depth': 3, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'log2'}",2
3,RandomForest,0.9428571428571428,0.9538847117794487,0.9428571428571428,0.9077694235588972,0.9428571428571428,0.9538847117794486,0.9428571428571428,0.9649122807017544,0.9649122807017544,"{'n_estimators': 178, 'max_depth': 11, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2
4,RandomForest,0.9552238805970149,0.9571428571428571,1.0,0.931971796017148,0.9142857142857143,0.9571428571428571,0.9552238805970149,1.0,0.95,"{'n_estimators': 272, 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",2
0,RandomForest,0.9552238805970149,0.9619675456389452,0.9696969696969697,0.9298479577899943,0.9411764705882353,0.9619675456389452,0.9552238805970149,0.9827586206896551,0.9661016949152542,"{'n_estimators': 176, 'max_depth': 15, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3
1,RandomForest,0.875,0.8945233265720081,0.9333333333333333,0.8124556538078549,0.8235294117647058,0.8945233265720082,0.875,0.9655172413793104,0.9032258064516129,"{'n_estimators': 383, 'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'log2'}",3
2,RandomForest,0.9206349206349206,0.9264705882352942,1.0,0.8861418804606043,0.8529411764705882,0.9264705882352942,0.9206349206349206,1.0,0.9206349206349206,"{'n_estimators': 51, 'max_depth': 6, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3
3,RandomForest,0.9577464788732394,0.9681704260651629,0.9444444444444444,0.9314513103439134,0.9714285714285714,0.968170426065163,0.9577464788732394,0.9649122807017544,0.9821428571428571,"{'n_estimators': 61, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",3
4,RandomForest,0.9714285714285714,0.9769423558897243,0.9714285714285714,0.9538847117794487,0.9714285714285714,0.9769423558897243,0.9714285714285714,0.9824561403508771,0.9824561403508771,"{'n_estimators': 55, 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3
0,RandomForest,0.9253731343283582,0.9386409736308317,0.9393939393939394,0.8828962497127828,0.9117647058823529,0.9386409736308317,0.9253731343283582,0.9655172413793104,0.9491525423728814,"{'n_estimators': 50, 'max_depth': 9, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'log2'}",4
1,RandomForest,0.8823529411764706,0.9066937119675456,0.8823529411764706,0.8133874239350912,0.8823529411764706,0.9066937119675457,0.8823529411764706,0.9310344827586207,0.9310344827586207,"{'n_estimators': 339, 'max_depth': 13, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'log2'}",4
2,RandomForest,0.9850746268656716,0.9852941176470589,1.0,0.9767996658672059,0.9705882352941176,0.9852941176470589,0.9850746268656716,1.0,0.9830508474576272,"{'n_estimators': 67, 'max_depth': 5, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 'sqrt'}",4
