F1,Balanced_Accuracy,Precision,MCC,Recall,ROC_AUC,F2,Specificity,Negative_PV,Classifier
0.9696969696969697,0.9705882352941176,0.9861111111111112,0.9538364228569945,0.9420168067226891,0.9705882352941176,0.9696969696969697,0.9913793103448276,0.9666666666666667,LogisticRegression-elastic
0.9552238805970149,0.9619675456389452,0.9714285714285714,0.9310874388089504,0.9411764705882353,0.9619675456389452,0.9552238805970149,0.9827586206896551,0.9658094681472823,SVM
0.9428571428571428,0.9538847117794487,0.9649014778325123,0.90814976243037,0.9411764705882353,0.9538847117794486,0.9428571428571428,0.9824561403508771,0.9655172413793104,RandomForest
0.9428571428571428,0.9538847117794487,0.9451951951951951,0.9086557970896503,0.9411764705882353,0.9538847117794486,0.9428571428571428,0.9655172413793104,0.9655172413793104,LightGBM
0.9393939393939394,0.9428571428571428,1.0,0.9097442829837106,0.8857142857142857,0.9428571428571428,0.9393939393939394,1.0,0.9354838709677419,LDA
0.9130252100840336,0.9325557809330629,0.9226190476190477,0.8615665733660633,0.9117647058823529,0.9325557809330629,0.9130252100840336,0.95659407138536,0.9464285714285714,GaussianNB
